id_str,created_at,text
935959790999633920,2017-11-29 19:52:58,RT @TalkPython: It's time to challenge yourself with #100daysofcode in Python. Listen to @pybites's @bbelderbos and @_juliansequeira take u…
935415721013657600,2017-11-28 07:51:01,@FerroRodolfo @pybites Absolutely incredible mate!! Looking forward to having a play with this!
933811155373395968,2017-11-23 21:35:03,RT @pybites: The coolest chatbot built with #Python and PR'd to PyBites earns a copy of 'Designing Bots' have fun! Instructions: https://t.…
932935363214983168,2017-11-21 11:34:58,Still so proud! Bring on the next course! https://t.co/auf915J64C
932348886139650048,2017-11-19 20:44:31,"RT @fullstackpython: How to use pdb to debug your Python code, by @pybites https://t.co/hA5cz0PONY https://t.co/sMfupw1g41"
931476110352646144,2017-11-17 10:56:25,RT @ZAMofficial: Hey. We like you. And we want you to have nice things.  That's why we're launching this extremely rad giveaway full of thi…
929593393994334209,2017-11-12 06:15:10,I can't believe I've never heard of this @bbelderbos! What an incredible movement! Definitely looking into this for… https://t.co/kstggITuDt
929463774536282112,2017-11-11 21:40:07,"RT @pybites: Conclusion 1st #PyChallengeDay co-hosted with @python_alc:  ""Live workshops offer an effective and fun way to build out our pa…"
928920175579078657,2017-11-10 09:40:03,@python_alc @bbelderbos @pybites That's my boy!! Well done Bob!
928915312115834880,2017-11-10 09:20:43,"Our very first, live #Python Code Challenge is now... well... live!! Join us in the Gitter Channel!… https://t.co/YFHK7C0LRM"
928701166598291456,2017-11-09 19:09:47,"RT @pybites: Here is the deal: we &lt;3 #Chatbots, they are cool and rising.   We challenge YOU to code one in #Python: https://t.co/TiFwmK3SK…"
927810092006645761,2017-11-07 08:08:58,@pybites @PacktPub Got it! Looking forward to this one!
927119070964588545,2017-11-05 10:23:06,"RT @pybites: Want to learn some #python, building something cool, getting featured on PyBites? #codechallenge ideas are welcome: https://t.…"
927040748838559744,2017-11-05 05:11:52,Can't wait for mine! Woohoo! https://t.co/SG05NXMK5j
926995018765582336,2017-11-05 02:10:09,@vitorfs Amazing! Great work Vitor!
926530644749860864,2017-11-03 19:24:54,RT @ashevat: “Building a Karma Bot with Python and the Slack API” by @bbelderbos  https://t.co/NBcovl15V2
926530383193051136,2017-11-03 19:23:52,RT @pybites: Hiding BCC Recipients in Python MIME Emails https://t.co/ZIeM0ZOIzN - thanks @techmoneykids for this invaluable Python mailing…
926415187179012096,2017-11-03 11:46:07,"RT @pybites: Awesome: all PRs merged, review posts 38, 39 and 40 are up: https://t.co/B9rjJoBWH5  Keep coding #python!  #pytest #bottle #Ha…"
925976155382878208,2017-11-02 06:41:33,"RT @python_tip: If anybody wants to practice Web App development, @pybites hosts a simple challenge on our data. #selfpromo https://t.co/xi…"
925975478220988416,2017-11-02 06:38:52,RT @BetterCodeHub: BetterCodeHub now offers 14-day Free Trial for private &amp; organizational repo’s. Write better code on @github 4 free. htt…
925700114890362880,2017-11-01 12:24:40,@dbader_org @pybites Thanks Dan! A lot of hard work went into this. Stoked to finally share it with the world!
925698514981593089,2017-11-01 12:18:19,"RT @pybites: PyBites Newsletter - Python Flask Online Course Launch, Decorators, Pdb, Cookiecutter, Open Source and Community https://t.co/…"
925698440884928513,2017-11-01 12:18:01,So proud! Our first #Python #Flask course is now out on Udemy. It's been a long time coming! Teamwork! @pybites… https://t.co/QshvDfXKMC
924017768172630016,2017-10-27 20:59:38,Love this GH Hook! Very helpful! https://t.co/7nnK1RIgqt
923523786334334976,2017-10-26 12:16:43,@pybites A bit late to the party but I just wrote my first successful #pytest! Always something new to learn! #Python #CodeChallenges
921857001579200512,2017-10-21 21:53:31,@pybites Sweet!
921276942212587520,2017-10-20 07:28:34,I just earned the 'Wheel of Styles (Level 2)' badge on @untappd! https://t.co/rg8cdJPNBP
921276937342988288,2017-10-20 07:28:33,I just earned the 'Untappd 7th Anniversary' badge on @untappd! https://t.co/AC24EjnJSA #ut7th
916785139752955904,2017-10-07 21:59:45,"RT @pybites: PyBites Newsletter - Code Challenges, Bottle, PyTest, Django, MIME, Openpyxl  - https://t.co/SzR9QRVLs7"
914294396190945285,2017-10-01 01:02:25,I just earned the 'Beer Connoisseur (Level 4)' badge on @untappd! https://t.co/kH8zLf1Awr
914294389635207171,2017-10-01 01:02:23,I just earned the 'Bar Explorer (Level 7)' badge on @untappd! https://t.co/VoUROJil1J
914294379157868544,2017-10-01 01:02:21,I just earned the '500 Million Beers' badge on @untappd! https://t.co/tmDfKh7bTw #ut500m
911781063159988225,2017-09-24 02:35:20,RT @pybites: Our @twilio guest post is live!  No more excuses to forget any birthday. Use Twilio's api for sms reminders and birthday cards…
909178488187346945,2017-09-16 22:13:37,200 PyBites posts in 9 months! That's team work @bbelderbos! Looking forward to the one year mark! @pybites #Python https://t.co/6UwBoyymkD
